RA,Dec,z_helio,z_err,M*,M*_err,mass_bin,Probability
50.5990855,36.2117765,0.065995,0.0351778,10000000000.0,2.0,3.0,4.780434491432291e-05
50.8557234,36.2304708,0.070738003,0.0353344,5000000000.0,0.6,3.0,5.3012305173910116e-05
50.6742354,36.237584600000005,0.0050530001,0.0331667,10000000.0,0.008,0.0,3.7422235849642146e-05
50.245515000000005,38.7341656,0.092482999,0.0360519,8000000000.0,0.7,3.0,4.941015314465005e-05
50.2155252,38.8788204,0.093557,0.0360874,6000000000.0,0.5,3.0,5.157963282666464e-05
49.4567866,39.1465094,0.084991001,0.0358046999999999,3000000000.0,0.3,3.0,5.7228581392301396e-05
49.4449863,39.055305700000005,0.057879999,0.03491,1000000000.0,0.1,2.0,6.440014579178909e-05
49.4272174,39.0241247,0.0054560001,0.03318,10000000.0,0.008,0.0,3.7422235849642146e-05
49.7266807,39.0900472,0.071396999,0.0353560999999999,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.1388583,39.0184328,0.070147999,0.0353149,3000000000.0,0.3,3.0,5.7228581392301396e-05
50.8772144,39.103260600000006,0.078183003,0.03558,2000000000.0,0.2,3.0,6.0603813519280345e-05
51.0616633,39.5231479,0.069969997,0.035309,10000000000.0,1.0,3.0,4.780434491432291e-05
49.99612020000001,39.3039015,0.064222001,0.0351193,2000000000.0,0.2,3.0,6.0603813519280345e-05
49.473029700000005,39.5013292,0.0596150009999999,0.0349673,3000000000.0,0.4,3.0,5.7228581392301396e-05
49.7080489,39.7695645,0.098393999,0.036247,10000000000.0,1.0,3.0,4.780434491432291e-05
49.3703954,39.6362506,0.086237997,0.0358459,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.2510137,39.711662100000005,0.078515001,0.035591,5000000000.0,0.5,3.0,5.3012305173910116e-05
51.1928928,40.0524797,0.0916529969999999,0.0360245,2000000000.0,0.2,3.0,6.0603813519280345e-05
51.2417378,40.0068688,0.022669001,0.0337480999999999,200000000.0,0.07,2.0,5.631695484943611e-05
50.518495,40.0419261,0.065416999,0.0351588,10000000000.0,1.0,3.0,4.780434491432291e-05
49.5465381,40.08866629999999,0.055422001,0.0348288999999999,1000000000.0,0.2,2.0,6.440014579178909e-05
50.9985409,38.6311773,0.077430002,0.0355551999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
50.9588625,38.843256,0.095526002,0.0361524,10000000000.0,1.0,3.0,4.780434491432291e-05
51.2378283,38.879055,0.034949001,0.0341533,1000000000.0,0.1,2.0,6.440014579178909e-05
51.1782302,38.63857470000001,0.070851997,0.0353381,3000000000.0,0.3,3.0,5.7228581392301396e-05
51.272876700000005,38.9018778,0.042587999,0.0344054,1000000000.0,0.1,2.0,6.440014579178909e-05
51.2754005,38.8732212,0.0491200009999999,0.034621,1000000000.0,0.1,2.0,6.440014579178909e-05
50.6988564,38.689163,0.0454690009999999,0.0345004999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
50.6062013,38.6591894,0.080136999,0.0356445,10000000000.0,1.0,3.0,4.780434491432291e-05
50.5649257,38.8031277,0.066711999,0.0352015,6000000000.0,0.7,3.0,5.157963282666464e-05
50.6592294,38.6842675,0.087181002,0.035877,10000000000.0,1.0,3.0,4.780434491432291e-05
50.5552733,38.8013844,0.067199998,0.0352176,8000000000.0,0.9,3.0,4.941015314465005e-05
50.6581759,38.7195568,0.059184,0.0349531,4000000000.0,0.5,3.0,5.482280119476374e-05
50.847855,38.651275,0.0436160009999999,0.0344393,2000000000.0,0.3,3.0,6.0603813519280345e-05
50.750412100000005,38.835639,0.062027998,0.0350469,3000000000.0,0.3,3.0,5.7228581392301396e-05
50.851181200000006,38.7427545,0.053096998,0.0347522,6000000000.0,0.8,3.0,5.157963282666464e-05
50.7498806,38.858316,0.072167002,0.0353815,1000000000.0,0.2,2.0,6.440014579178909e-05
50.713618100000005,38.8875827,0.0748559979999999,0.0354702,1000000000.0,0.1,2.0,6.440014579178909e-05
50.5274033,38.878656,0.036811002,0.0342148,1000000000.0,0.1,2.0,6.440014579178909e-05
50.4515637,38.840612,0.053769,0.0347744,6000000000.0,0.8,3.0,5.157963282666464e-05
50.4713739,38.7955668,0.096251003,0.0361763,6000000000.0,0.5,3.0,5.157963282666464e-05
50.10264420000001,38.7038468,0.086401999,0.0358513,9000000000.0,0.8,3.0,4.855426858587597e-05
49.6784888,39.177665000000005,0.079212002,0.035614,20000000000.0,2.0,4.0,4.322172736416762e-05
49.5820262,39.0406092,0.095279001,0.0361441999999999,20000000000.0,2.0,4.0,4.322172736416762e-05
49.50828320000001,38.9696933,0.085905001,0.0358348999999999,7000000000.0,0.6,3.0,5.040315499127116e-05
49.6261674,39.0805704,0.074378997,0.0354545,6000000000.0,0.6,3.0,5.157963282666464e-05
49.475617,39.136818100000006,0.0867080019999999,0.0358614,6000000000.0,0.5,3.0,5.157963282666464e-05
49.44196029999999,39.0813843,0.052359,0.0347278,2000000000.0,0.2,3.0,6.0603813519280345e-05
49.4568614,39.1464973,0.058646999,0.0349354,2000000000.0,0.3,3.0,6.0603813519280345e-05
49.4913108,38.9573151,0.086558998,0.0358564,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.0352743,38.978806,0.029498,0.0339734,1000000000.0,0.2,2.0,6.440014579178909e-05
50.1048557,39.0459753,0.053064,0.0347511,2000000000.0,0.2,3.0,6.0603813519280345e-05
49.9563157,39.0157165,0.038812,0.0342808,1000000000.0,0.1,2.0,6.440014579178909e-05
49.991682,39.1588901,0.061376002,0.0350254,1000000000.0,0.1,2.0,6.440014579178909e-05
49.8481784,39.145889,0.044512998,0.0344689,1000000000.0,0.1,2.0,6.440014579178909e-05
50.08676079999999,38.9713784,0.079824999,0.0356342,5000000000.0,0.5,3.0,5.3012305173910116e-05
50.4582034,38.9417766,0.061175,0.0350188,10000000000.0,1.0,3.0,4.780434491432291e-05
50.216058700000005,39.0958091,0.037145,0.0342258,4000000000.0,0.8,3.0,5.482280119476374e-05
50.5008296,39.1067178,0.099646002,0.0362883,8000000000.0,0.7,3.0,4.941015314465005e-05
50.1373297,39.2178355,0.037578002,0.0342401,1000000000.0,0.1,2.0,6.440014579178909e-05
50.2294966,39.1274279,0.033921,0.0341194,400000000.0,0.08,2.0,6.111263209577013e-05
50.1471207,39.1645308,0.065318003,0.0351555,1000000000.0,0.1,2.0,6.440014579178909e-05
50.3323588,38.9425326,0.096233003,0.0361757,5000000000.0,0.5,3.0,5.3012305173910116e-05
50.4501613,39.0786884,0.046928,0.0345486,600000000.0,0.09,2.0,6.346121582842368e-05
50.6345962,39.1455778,0.090868004,0.0359986,30000000000.0,3.0,4.0,4.080156200022499e-05
50.9022092,39.0026363,0.070873998,0.0353388,3000000000.0,0.3,3.0,5.7228581392301396e-05
50.7300503,39.0469024,0.097269997,0.0362098999999999,20000000000.0,2.0,4.0,4.322172736416762e-05
50.5913254,39.2189946,0.082852997,0.0357341,3000000000.0,0.3,3.0,5.7228581392301396e-05
50.7001957,39.0784006,0.080201998,0.0356466999999999,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.6911248,39.1514977,0.074630998,0.0354628,1000000000.0,0.1,2.0,6.440014579178909e-05
51.0514368,39.07788370000001,0.080435999,0.0356544,9000000000.0,0.9,3.0,4.855426858587597e-05
51.2658075,39.162896,0.050314002,0.0346604,3000000000.0,0.4,3.0,5.7228581392301396e-05
51.0271994,38.9141976,0.0497709999999999,0.0346424,1000000000.0,0.2,2.0,6.440014579178909e-05
50.9607056,38.9111764,0.089541003,0.0359549,4000000000.0,0.3,3.0,5.482280119476374e-05
50.9432545,39.033014,0.084679998,0.0357944,3000000000.0,0.3,3.0,5.7228581392301396e-05
51.1554797,38.9840284,0.024628,0.0338126999999999,300000000.0,0.08,2.0,5.9155912001567235e-05
51.0875315,39.0977658,0.085989997,0.0358376999999999,3000000000.0,0.2,3.0,5.7228581392301396e-05
51.25805089999999,39.4042747,0.086297996,0.0358478,20000000000.0,2.0,4.0,4.322172736416762e-05
51.1455889,39.3135474,0.0561799999999999,0.0348539,10000000000.0,1.0,3.0,4.780434491432291e-05
50.9349885,39.4464351,0.0929299969999999,0.0360667,10000000000.0,1.0,3.0,4.780434491432291e-05
51.2256809,39.3297015,0.021570001,0.0337118,300000000.0,0.08,2.0,5.9155912001567235e-05
51.0751799,39.4404812,0.0965000019999999,0.0361845,3000000000.0,0.2,3.0,5.7228581392301396e-05
51.1532253,39.3140537,0.097420998,0.0362149,3000000000.0,0.2,3.0,5.7228581392301396e-05
50.685142600000006,39.220346500000005,0.066443004,0.0351926,4000000000.0,0.5,3.0,5.482280119476374e-05
50.889756,39.313824,0.066320002,0.0351885999999999,2000000000.0,0.3,3.0,6.0603813519280345e-05
50.8994654,39.5005329,0.049105,0.0346205,3000000000.0,0.4,3.0,5.7228581392301396e-05
50.7095588,39.25728,0.088273004,0.035913,6000000000.0,0.5,3.0,5.157963282666464e-05
50.8984099,39.3808571,0.086239003,0.0358459,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.875729,39.4645904,0.061655998,0.0350346,1000000000.0,0.1,2.0,6.440014579178909e-05
50.391544200000006,39.4490297,0.0934370009999999,0.0360834,30000000000.0,3.0,4.0,4.080156200022499e-05
50.442961100000005,39.3487292,0.067585997,0.0352303,7000000000.0,0.8,3.0,5.040315499127116e-05
50.3929176,39.4978808,0.0589970009999999,0.0349468999999999,3000000000.0,0.3,3.0,5.7228581392301396e-05
50.339146500000005,39.388728,0.0904100019999999,0.0359834999999999,8000000000.0,0.7,3.0,4.941015314465005e-05
50.4228193,39.3275875,0.063280001,0.0350881999999999,3000000000.0,0.4,3.0,5.7228581392301396e-05
50.202175200000006,39.466300200000006,0.059705999,0.0349703,1000000000.0,0.1,2.0,6.440014579178909e-05
50.2721283,39.4715423,0.076585002,0.0355273,3000000000.0,0.3,3.0,5.7228581392301396e-05
49.8482236,39.423279,0.096226998,0.0361755,20000000000.0,1.0,4.0,4.322172736416762e-05
49.9034388,39.4457579,0.050099,0.0346533,4000000000.0,0.6,3.0,5.482280119476374e-05
49.853624700000005,39.485237,0.0663380029999999,0.0351892,7000000000.0,0.8,3.0,5.040315499127116e-05
49.8238658,39.2638326,0.073945999,0.0354402,7000000000.0,0.7,3.0,5.040315499127116e-05
49.9123177,39.4821081,0.055592999,0.0348346,3000000000.0,0.4,3.0,5.7228581392301396e-05
49.8541293,39.5168068,0.025573,0.0338439,1000000000.0,0.2,2.0,6.440014579178909e-05
49.8782845,39.279236700000006,0.068053,0.0352457,3000000000.0,0.4,3.0,5.7228581392301396e-05
49.9264116,39.3989883,0.056393001,0.034861,1000000000.0,0.1,2.0,6.440014579178909e-05
49.727880600000006,39.2348102,0.062330998,0.0350569,2000000000.0,0.3,3.0,6.0603813519280345e-05
49.907242100000005,39.4672843,0.098456003,0.036249,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.0753002,39.225998100000005,0.072759002,0.035401,5000000000.0,0.5,3.0,5.3012305173910116e-05
49.705817200000006,39.4627609,0.063138001,0.0350836,10000000000.0,1.0,3.0,4.780434491432291e-05
49.7102654,39.4458233,0.077988997,0.0355736,4000000000.0,0.4,3.0,5.482280119476374e-05
49.5312198,39.521304,0.087777004,0.0358966,4000000000.0,0.4,3.0,5.482280119476374e-05
49.5082595,39.3589719,0.083623998,0.0357596,4000000000.0,0.4,3.0,5.482280119476374e-05
49.5877421,39.3697243,0.025136,0.0338295,200000000.0,0.04,2.0,5.631695484943611e-05
49.4641074,39.35732539999999,0.043373,0.0344313,500000000.0,0.08,2.0,6.250221106380007e-05
49.5251385,39.7805901,0.073284,0.0354184,10000000000.0,2.0,3.0,4.780434491432291e-05
49.5898273,39.7783954,0.060417999,0.0349938,10000000000.0,1.0,3.0,4.780434491432291e-05
49.4369698,39.7528873,0.084115997,0.0357758,6000000000.0,0.6,3.0,5.157963282666464e-05
49.7763104,39.7016387,0.071038,0.0353443,10000000000.0,1.0,3.0,4.780434491432291e-05
49.828286600000006,39.7649268,0.078947999,0.0356053,10000000000.0,1.0,3.0,4.780434491432291e-05
49.9978033,39.656908,0.098921999,0.0362644,20000000000.0,2.0,4.0,4.322172736416762e-05
49.8470087,39.6816914,0.078167997,0.0355795,8000000000.0,0.8,3.0,4.941015314465005e-05
50.1023145,39.7873273,0.087333001,0.035882,30000000000.0,3.0,4.0,4.080156200022499e-05
49.8306511,39.6433079,0.043116,0.0344228,2000000000.0,0.4,3.0,6.0603813519280345e-05
50.0149388,39.786711700000005,0.067171,0.0352166,4000000000.0,0.5,3.0,5.482280119476374e-05
50.0757044,39.7437102,0.060155999,0.0349851,3000000000.0,0.3,3.0,5.7228581392301396e-05
49.9197306,39.7905873,0.072038002,0.0353773,4000000000.0,0.4,3.0,5.482280119476374e-05
49.8480089,39.5541314,0.0458710009999999,0.0345136999999999,600000000.0,0.09,2.0,6.346121582842368e-05
50.1595688,39.6612383,0.04603,0.034519,4000000000.0,0.6,3.0,5.482280119476374e-05
50.2674156,39.7154464,0.0550500009999999,0.0348167,5000000000.0,0.7,3.0,5.3012305173910116e-05
50.5129166,39.7858847,0.099078,0.0362696,10000000000.0,1.0,3.0,4.780434491432291e-05
50.286977,39.6390646,0.071191996,0.0353493,5000000000.0,0.6,3.0,5.3012305173910116e-05
50.1921592,39.565687700000005,0.061590999,0.0350325,3000000000.0,0.4,3.0,5.7228581392301396e-05
50.3040073,39.8373895,0.059261002,0.0349555999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
50.4574866,39.7652092,0.0915699969999999,0.0360218,6000000000.0,0.6,3.0,5.157963282666464e-05
50.4253374,39.8125108,0.0657079959999999,0.0351684,3000000000.0,0.3,3.0,5.7228581392301396e-05
50.2428769,39.6919908,0.096744001,0.0361926,3000000000.0,0.2,3.0,5.7228581392301396e-05
50.6532459,39.6580451,0.097323,0.0362117,40000000000.0,3.0,4.0,3.9189834982676744e-05
50.7663021,39.7369903,0.095399998,0.0361482,30000000000.0,3.0,4.0,4.080156200022499e-05
50.624008700000005,39.5534472,0.098104998,0.0362375,11000000000.0,0.9,4.0,4.7138529185448596e-05
50.6871839,39.55067460000001,0.087196998,0.0358775,6000000000.0,0.5,3.0,5.157963282666464e-05
50.724833200000006,39.6435054,0.088055,0.0359058,4000000000.0,0.4,3.0,5.482280119476374e-05
50.5595219,39.7821233,0.087595999,0.0358907,4000000000.0,0.4,3.0,5.482280119476374e-05
50.75350460000001,39.7695742,0.05765,0.0349024999999999,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.9167139,39.6678113,0.065955997,0.0351765,4000000000.0,0.4,3.0,5.482280119476374e-05
51.0999206,39.8397798,0.080457002,0.0356551,20000000000.0,2.0,4.0,4.322172736416762e-05
51.2185705,39.70780429999999,0.094802,0.0361285,20000000000.0,2.0,4.0,4.322172736416762e-05
51.192796,39.7525923,0.0970050019999999,0.0362011999999999,8000000000.0,0.7,3.0,4.941015314465005e-05
50.9537907,39.678492,0.0578330009999999,0.0349084999999999,2000000000.0,0.3,3.0,6.0603813519280345e-05
51.2066336,40.03682979999999,0.070146002,0.0353148,20000000000.0,2.0,4.0,4.322172736416762e-05
51.0561195,39.8659251,0.0888800019999999,0.035933,10000000000.0,1.0,3.0,4.780434491432291e-05
51.1793144,39.9649146,0.04555,0.0345032,1000000000.0,0.1,2.0,6.440014579178909e-05
50.9621837,40.0845726,0.064751998,0.0351368,2000000000.0,0.2,3.0,6.0603813519280345e-05
51.2154711,39.9414047,0.068065003,0.0352461,10000000000.0,2.0,3.0,4.780434491432291e-05
50.67038,40.007940000000005,0.0872320009999999,0.0358787,20000000000.0,2.0,4.0,4.322172736416762e-05
50.7378943,39.95970429999999,0.0882449969999999,0.0359120999999999,9000000000.0,0.8,3.0,4.855426858587597e-05
50.7988426,40.064457,0.056526002,0.0348654,4000000000.0,0.5,3.0,5.482280119476374e-05
50.89667,40.0961953,0.0980110019999999,0.0362344,9000000000.0,0.8,3.0,4.855426858587597e-05
50.856970700000005,39.985796,0.097773999,0.0362265,7000000000.0,0.6,3.0,5.040315499127116e-05
50.789729,40.0675594,0.095885001,0.0361642,5000000000.0,0.5,3.0,5.3012305173910116e-05
50.7701722,39.8949838,0.070487998,0.0353261,1000000000.0,0.1,2.0,6.440014579178909e-05
50.628248600000006,39.9556042,0.063294999,0.0350886999999999,1000000000.0,0.1,2.0,6.440014579178909e-05
50.6222793,40.1278704,0.030918,0.0340203,2000000000.0,0.4,3.0,6.0603813519280345e-05
50.4396398,39.9914032,0.062151,0.035051,10000000000.0,2.0,3.0,4.780434491432291e-05
50.4572362,40.1299826,0.025528001,0.0338424,1000000000.0,0.3,2.0,6.440014579178909e-05
50.2331469,39.9364415,0.079443,0.0356216,10000000000.0,1.0,3.0,4.780434491432291e-05
50.2377563,39.8904752,0.057372998,0.0348933,4000000000.0,0.5,3.0,5.482280119476374e-05
50.5071953,40.0891862,0.063313,0.0350893,3000000000.0,0.4,3.0,5.7228581392301396e-05
50.5198969,40.1005468,0.093866996,0.0360976,4000000000.0,0.4,3.0,5.482280119476374e-05
50.2956168,39.8719592,0.055456001,0.03483,1000000000.0,0.2,2.0,6.440014579178909e-05
50.5028384,39.877114,0.0864830019999999,0.0358539,6000000000.0,0.6,3.0,5.157963282666464e-05
50.1830126,39.8963835,0.048774999,0.0346096,1000000000.0,0.1,2.0,6.440014579178909e-05
50.1186331,39.8520153,0.096506,0.0361847,5000000000.0,0.4,3.0,5.3012305173910116e-05
49.8339101,40.0728268,0.099846996,0.036295,20000000000.0,2.0,4.0,4.322172736416762e-05
49.8187273,40.1184156,0.069701001,0.0353001,6000000000.0,0.6,3.0,5.157963282666464e-05
50.0299433,40.1041749,0.037861999,0.0342494,1000000000.0,0.2,2.0,6.440014579178909e-05
50.0582135,39.9864621,0.093846999,0.036097,9000000000.0,0.8,3.0,4.855426858587597e-05
49.7856239,39.9507388,0.057452999,0.0348959,1000000000.0,0.1,2.0,6.440014579178909e-05
49.54327979999999,39.877456,0.068967,0.0352759,10000000000.0,1.0,3.0,4.780434491432291e-05
49.4480221,40.0465606,0.090689003,0.0359926999999999,20000000000.0,1.0,4.0,4.322172736416762e-05
49.4032258,40.0760848,0.05624,0.0348559,5000000000.0,0.6,3.0,5.3012305173910116e-05
50.6213031,22.3094099,0.0802249979999999,0.0356473999999999,7000000000.0,0.7,3.0,5.040315499127116e-05
50.7308754,22.5214038,0.071758002,0.035368,10000000000.0,1.0,3.0,4.780434491432291e-05
50.9916599,22.7415533,0.023412,0.0337726,100000000.0,0.04,1.0,5.155795881974278e-05
51.0215504,23.0665161,0.091693997,0.0360259,20000000000.0,1.0,4.0,4.322172736416762e-05
51.2746122,23.0315389,0.053911999,0.0347791,1000000000.0,0.2,2.0,6.440014579178909e-05
50.9781453,23.3412474,0.069528997,0.0352945,6000000000.0,0.6,3.0,5.157963282666464e-05
51.016669,22.1284022,0.063529998,0.0350964999999999,6000000000.0,0.7,3.0,5.157963282666464e-05
51.17151,22.1534799,0.018564999,0.0336126,100000000.0,0.05,1.0,5.155795881974278e-05
50.9862182,21.9906302,0.034286998,0.0341315,3000000000.0,0.6,3.0,5.7228581392301396e-05
50.9845035,21.9732022,0.080452003,0.0356549,10000000000.0,1.0,3.0,4.780434491432291e-05
50.7516698,22.0456674,0.0888940019999999,0.0359335,10000000000.0,1.0,3.0,4.780434491432291e-05
50.8834549,22.1482277,0.079720996,0.0356308,3000000000.0,0.3,3.0,5.7228581392301396e-05
50.8055803,21.9941298,0.062587,0.0350654,1000000000.0,0.1,2.0,6.440014579178909e-05
50.4727685,21.9648295,0.091306001,0.0360131,30000000000.0,2.0,4.0,4.080156200022499e-05
50.472909,22.1869556,0.033801999,0.0341155,3000000000.0,0.7,3.0,5.7228581392301396e-05
50.5882137,22.2005633,0.058095999,0.0349171999999999,4000000000.0,0.5,3.0,5.482280119476374e-05
50.5352564,22.0701364,0.054598,0.0348017,1000000000.0,0.2,2.0,6.440014579178909e-05
50.4795599,22.2430122,0.048734002,0.0346082,3000000000.0,0.4,3.0,5.7228581392301396e-05
50.6090766,22.1056089,0.0890640019999999,0.0359390999999999,3000000000.0,0.2,3.0,5.7228581392301396e-05
50.4171527,22.1953264,0.097856998,0.0362293,4000000000.0,0.4,3.0,5.482280119476374e-05
50.3397628,21.9659109,0.066555999,0.0351963,4000000000.0,0.4,3.0,5.482280119476374e-05
50.2448743,22.0384974,0.097102001,0.0362044,20000000000.0,2.0,4.0,4.322172736416762e-05
50.1906797,22.247087,0.071236998,0.0353508,3000000000.0,0.3,3.0,5.7228581392301396e-05
50.1257088,22.154556,0.0779919999999999,0.0355737,8000000000.0,0.8,3.0,4.941015314465005e-05
50.3268552,22.4626464,0.047759999,0.0345761,5000000000.0,0.7,3.0,5.3012305173910116e-05
50.210876,22.5099457,0.0995130019999999,0.0362839,20000000000.0,2.0,4.0,4.322172736416762e-05
50.0935878,22.3529891,0.029307,0.0339671,3000000000.0,0.7,3.0,5.7228581392301396e-05
50.3126977,22.4208393,0.099858999,0.0362953,6000000000.0,0.5,3.0,5.157963282666464e-05
50.3260649,22.531360600000003,0.054671999,0.0348042,1000000000.0,0.2,2.0,6.440014579178909e-05
50.2243544,22.4418369,0.098389998,0.0362469,4000000000.0,0.4,3.0,5.482280119476374e-05
50.1532098,22.549954,0.068237998,0.0352519,1000000000.0,0.1,2.0,6.440014579178909e-05
50.5356205,22.3855583,0.0972950009999999,0.0362107,30000000000.0,3.0,4.0,4.080156200022499e-05
50.6420511,22.5316201,0.084700003,0.0357950999999999,30000000000.0,2.0,4.0,4.080156200022499e-05
50.6440235,22.2787378,0.0410009999999999,0.0343529999999999,4000000000.0,0.7,3.0,5.482280119476374e-05
50.6055971,22.4770791,0.026966,0.0338899,2000000000.0,0.5,3.0,6.0603813519280345e-05
50.405100700000006,22.5419973,0.064484999,0.035128,7000000000.0,0.8,3.0,5.040315499127116e-05
50.5723622,22.3213533,0.082025997,0.0357069,10000000000.0,1.0,3.0,4.780434491432291e-05
50.5453692,22.274756,0.053973,0.0347810999999999,5000000000.0,0.6,3.0,5.3012305173910116e-05
50.6076796,22.2835126,0.042738002,0.0344104,3000000000.0,0.4,3.0,5.7228581392301396e-05
50.3583294,22.4625301,0.080164999,0.0356454,10000000000.0,1.0,3.0,4.780434491432291e-05
50.5616444,22.5008245,0.075933002,0.0355058,5000000000.0,0.5,3.0,5.3012305173910116e-05
50.3749154,22.358518,0.078166001,0.0355795,5000000000.0,0.5,3.0,5.3012305173910116e-05
50.5941569,22.4094987,0.092569999,0.0360548,7000000000.0,0.6,3.0,5.040315499127116e-05
50.4857178,22.270987,0.079910003,0.035637,4000000000.0,0.4,3.0,5.482280119476374e-05
50.5726621,22.294208,0.0866620019999999,0.0358598,4000000000.0,0.4,3.0,5.482280119476374e-05
50.6160682,22.4284597,0.0572,0.0348876,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.6041523,22.295834,0.081372,0.0356853,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.5413233,22.4603482,0.087054998,0.0358728,6000000000.0,0.5,3.0,5.157963282666464e-05
50.767894,22.5195469,0.097856998,0.0362293,30000000000.0,2.0,4.0,4.080156200022499e-05
50.8004889,22.4950784,0.089681998,0.0359595,7000000000.0,0.7,3.0,5.040315499127116e-05
51.0055922,22.5012933,0.0739109959999999,0.0354390999999999,2000000000.0,0.2,3.0,6.0603813519280345e-05
51.0018422,22.3222861,0.077831998,0.0355685,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.6788368,22.4096702,0.051141001,0.0346876999999999,1000000000.0,0.1,2.0,6.440014579178909e-05
50.8664423,22.506957,0.0352209989999999,0.0341623,300000000.0,0.06,2.0,5.9155912001567235e-05
51.1653539,22.3585993,0.079259999,0.0356156,20000000000.0,2.0,4.0,4.322172736416762e-05
51.2761738,22.3914539,0.071007997,0.0353433,8000000000.0,0.8,3.0,4.941015314465005e-05
51.018682,22.529541,0.063646004,0.0351003,5000000000.0,0.6,3.0,5.3012305173910116e-05
51.1066599,22.5270214,0.0710270029999999,0.0353439,10000000000.0,1.0,3.0,4.780434491432291e-05
51.0720289,22.3950177,0.0998350009999999,0.0362945999999999,3000000000.0,0.3,3.0,5.7228581392301396e-05
51.1773404,22.8113825,0.091387004,0.0360158,20000000000.0,2.0,4.0,4.322172736416762e-05
51.1096732,22.560202800000003,0.068728,0.035268,10000000000.0,1.0,3.0,4.780434491432291e-05
51.0418451,22.8673869,0.042989999,0.0344186999999999,1000000000.0,0.2,2.0,6.440014579178909e-05
51.1612884,22.7309953,0.054021999,0.0347827,2000000000.0,0.2,3.0,6.0603813519280345e-05
51.2114607,22.6827757,0.085446998,0.0358198,2000000000.0,0.2,3.0,6.0603813519280345e-05
51.2022405,22.8345176,0.090186998,0.0359761999999999,2000000000.0,0.2,3.0,6.0603813519280345e-05
50.7302969,22.8354595,0.042668998,0.0344081,10000000000.0,1.0,3.0,4.780434491432291e-05
50.730712700000005,22.8176278,0.077930003,0.0355717,20000000000.0,2.0,4.0,4.322172736416762e-05
50.9994703,22.8429222,0.098880999,0.0362631,30000000000.0,3.0,4.0,4.080156200022499e-05
50.9599789,22.6546702,0.074357003,0.0354538,20000000000.0,2.0,4.0,4.322172736416762e-05
50.932623,22.8529804,0.097093999,0.0362041,20000000000.0,2.0,4.0,4.322172736416762e-05
50.670602,22.8358847,0.094901003,0.0361316999999999,20000000000.0,1.0,4.0,4.322172736416762e-05
50.8517903,22.6578989,0.079003997,0.0356070999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
50.7993894,22.7285697,0.098472998,0.0362496,10000000000.0,1.0,3.0,4.780434491432291e-05
50.6709491,22.6285194,0.027336,0.0339021,1000000000.0,0.2,2.0,6.440014579178909e-05
50.8539386,22.768138,0.049493,0.0346333,1000000000.0,0.2,2.0,6.440014579178909e-05
50.6667675,22.7140239,0.084877998,0.035801,3000000000.0,0.2,3.0,5.7228581392301396e-05
50.643469200000006,22.8710451,0.076998003,0.0355409,10000000000.0,1.0,3.0,4.780434491432291e-05
50.484861,22.8382211,0.0932390019999999,0.0360769,30000000000.0,2.0,4.0,4.080156200022499e-05
50.5238869,22.6667176,0.0941170009999999,0.0361059,10000000000.0,0.9,3.0,4.780434491432291e-05
50.5535366,22.7054589,0.089157,0.0359421999999999,5000000000.0,0.4,3.0,5.3012305173910116e-05
50.5893295,22.5658898,0.056577999,0.0348671,5000000000.0,0.6,3.0,5.3012305173910116e-05
50.5461351,22.5887304,0.080219001,0.0356472,10000000000.0,1.0,3.0,4.780434491432291e-05
50.6122659,22.7562158,0.027272001,0.0339,2000000000.0,0.5,3.0,6.0603813519280345e-05
50.4927428,22.8122471,0.077926002,0.0355716,7000000000.0,0.7,3.0,5.040315499127116e-05
50.6272165,22.8395211,0.0741640029999999,0.0354474,20000000000.0,2.0,4.0,4.322172736416762e-05
50.4054603,22.6981898,0.098416999,0.0362478,4000000000.0,0.4,3.0,5.482280119476374e-05
50.6199256,22.7357241,0.034334999,0.0341330999999999,1000000000.0,0.2,2.0,6.440014579178909e-05
50.5057459,22.863341100000003,0.0943650009999999,0.036114,3000000000.0,0.2,3.0,5.7228581392301396e-05
50.1385102,22.8621287,0.033429001,0.0341032,3000000000.0,0.6,3.0,5.7228581392301396e-05
50.245990500000005,22.6652363,0.041591,0.0343725,10000000000.0,1.0,3.0,4.780434491432291e-05
50.2755151,22.7358925,0.093832001,0.0360965,20000000000.0,1.0,4.0,4.322172736416762e-05
50.152865000000006,22.7784644,0.0901570019999999,0.0359751999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
50.1378793,22.7142791,0.092251003,0.0360443,30000000000.0,3.0,4.0,4.080156200022499e-05
50.2916049,22.6068336,0.039172001,0.0342926999999999,1000000000.0,0.2,2.0,6.440014579178909e-05
